38,361
40,366
47,367
53,366
58,366
56,366
54,366
54,366
55,366
56,367
59,367
59,367
62,368
67,369
74,368
82,367
95,364
110,361
121,361
128,361
133,361
142,358
149,352
154,351
160,352
164,353
164,353
165,355
168,355
173,357
176,360
181,361
185,361
187,362
190,363
195,365
202,364
207,364
210,361
214,358
209,358
208,358
210,359
210,362
212,362
213,362
212,364
214,364
220,364
222,364
235,362
244,360
253,359
261,359
269,359
275,360
283,360
294,359
301,353
305,351
311,349
315,350
319,351
319,351
320,352
323,353
327,355
330,357
334,358
338,360
338,360
343,359
346,360
350,361
357,362
363,361
366,354
370,351
369,351
373,351
378,352
376,352
373,353
377,353
378,354
379,356
384,356
391,356
403,356
412,357
418,357
424,358
433,359
443,360
455,358
461,353
467,351
473,350
478,349
480,349
480,350
480,350
483,351
485,351
489,353
493,354
496,356
499,356
503,355
507,356
509,356
511,359
519,359
524,358
531,354
538,349
539,348
546,349
551,349
552,350
548,350
549,350
552,351
569,351
564,354
572,354
578,355
588,357
595,357
602,358
614,358
623,354
629,350
633,350
632,350
640,351
656,328
654,337
644,340
659,328
