581,452
581,452
580,452
579,451
578,448
575,445
572,442
569,441
565,440
561,437
555,437
547,435
538,429
531,430
523,430
507,434
483,443
482,443
484,436
479,432
475,432
472,439
472,446
472,448
474,449
475,451
474,453
474,454
474,453
474,452
474,451
473,451
473,451
472,451
472,451
473,451
472,451
472,451
467,448
465,444
380,453
415,440
422,436
439,431
438,429
432,426
425,423
420,427
414,428
396,436
389,435
385,436
379,437
372,441
367,444
370,450
371,452
371,454
372,455
372,455
373,456
372,457
367,456
351,455
357,457
361,457
363,457
365,457
366,457
302,453
269,453
268,452
352,449
357,444
355,445
351,439
349,436
339,434
329,433
324,433
286,440
270,450
268,451
268,450
269,449
269,445
267,443
262,444
258,449
260,451
261,453
263,455
263,457
263,458
264,458
263,458
263,458
263,459
263,458
263,458
263,458
262,458
262,457
261,455
258,450
256,448
253,446
250,443
246,441
241,438
222,440
224,434
220,430
212,430
205,430
198,430
189,431
177,438
169,447
163,446
157,445
150,447
149,448
145,450
153,455
156,458
157,459
156,458
131,457
139,458
117,454
100,448
91,446
96,447
99,446
